FIPS,State,County,Deaths,Years of Potential Life Lost Rate,95% CI - Low,95% CI - High,Quartile,YPLL Rate (AIAN),YPLL Rate (AIAN) 95% CI - Low,YPLL Rate (AIAN) 95% CI - High,YPLL Rate (Asian),YPLL Rate (Asian) 95% CI - Low,YPLL Rate (Asian) 95% CI - High,YPLL Rate (Black),YPLL Rate (Black) 95% CI - Low,YPLL Rate (Black) 95% CI - High,YPLL Rate (Hispanic),YPLL Rate (Hispanic) 95% CI - Low,YPLL Rate (Hispanic) 95% CI - High,YPLL Rate (White),YPLL Rate (White) 95% CI - Low,YPLL Rate (White) 95% CI - High,% Fair or Poor Health,95% CI - Low,95% CI - High,Quartile,Average Number of Physically Unhealthy Days,95% CI - Low,95% CI - High,Quartile,Average Number of Mentally Unhealthy Days,95% CI - Low,95% CI - High,Quartile,Unreliable,% Low Birthweight,95% CI - Low,95% CI - High,Quartile,% LBW (AIAN),% LBW (AIAN) 95% CI - Low,% LBW (AIAN) 95% CI - High,% LBW (Asian),% LBW (Asian) 95% CI - Low,% LBW (Asian) 95% CI - High,% LBW (Black),% LBW (Black) 95% CI - Low,% LBW (Black) 95% CI - High,% LBW (Hispanic),% LBW (Hispanic) 95% CI - Low,% LBW (Hispanic) 95% CI - High,% LBW (White),% LBW (White) 95% CI - Low,% LBW (White) 95% CI - High,% Smokers,95% CI - Low,95% CI - High,Quartile,% Adults with Obesity,95% CI - Low,95% CI - High,Quartile,Food Environment Index,Quartile,% Physically Inactive,95% CI - Low,95% CI - High,Quartile,% With Access to Exercise Opportunities,Quartile,% Excessive Drinking,95% CI - Low,95% CI - High,Quartile,# Alcohol-Impaired Driving Deaths,# Driving Deaths,% Driving Deaths with Alcohol Involvement,95% CI - Low,95% CI - High,Quartile,# Chlamydia Cases,Chlamydia Rate,Quartile,Teen Birth Rate,95% CI - Low,95% CI - High,Quartile,Teen Birth Rate (AIAN),Teen Birth Rate (AIAN) 95% CI - Low,Teen Birth Rate (AIAN) 95% CI - High,Teen Birth Rate (Asian),Teen Birth Rate (Asian) 95% CI - Low,Teen Birth Rate (Asian) 95% CI - High,Teen Birth Rate (Black),Teen Birth Rate (Black) 95% CI - Low,Teen Birth Rate (Black) 95% CI - High,Teen Birth Rate (Hispanic),Teen Birth Rate (Hispanic) 95% CI - Low,Teen Birth Rate (Hispanic) 95% CI - High,Teen Birth Rate (White),Teen Birth Rate (White) 95% CI - Low,Teen Birth Rate (White) 95% CI - High,# Uninsured,% Uninsured,95% CI - Low,95% CI - High,Quartile,# Primary Care Physicians,Primary Care Physicians Rate,Primary Care Physicians Ratio,Quartile,# Dentists,Dentist Rate,Dentist Ratio,Quartile,# Mental Health Providers,Mental Health Provider Rate,Mental Health Provider Ratio,Quartile,Preventable Hospitalization Rate,Quartile,Preventable Hosp. Rate (AIAN),Preventable Hosp. Rate (Asian),Preventable Hosp. Rate (Black),Preventable Hosp. Rate (Hispanic),Preventable Hosp. Rate (White),% With Annual Mammogram,Quartile,% Screened (AIAN),% Screened (Asian),% Screened (Black),% Screened (Hispanic),% Screened (White),% Vaccinated,Quartile,% Vaccinated (AIAN),% Vaccinated (Asian),% Vaccinated (Black),% Vaccinated (Hispanic),% Vaccinated (White),Cohort Size,High School Graduation Rate,Quartile,# Some College,Population,% Some College,95% CI - Low,95% CI - High,Quartile,# Unemployed,Labor Force,% Unemployed,Quartile,% Children in Poverty,95% CI - Low,95% CI - High,Quartile,% Children in Poverty (AIAN),% Children in Poverty (Asian),% Children in Poverty (Black),% Children in Poverty (Hispanic),% Children in Poverty (White),80th Percentile Income,20th Percentile Income,Income Ratio,Quartile,# Single-Parent Households,# Households,% Single-Parent Households,95% CI - Low,95% CI - High,Quartile,# Associations,Social Association Rate,Quartile,Annual Average Violent Crimes,Violent Crime Rate,Quartile,# Injury Deaths,Injury Death Rate,95% CI - Low,95% CI - High,Quartile,Injury Death Rate (AIAN),Injury Death Rate (AIAN) 95% CI - Low,Injury Death Rate (AIAN) 95% CI - High,Injury Death Rate (Asian),Injury Death Rate (Asian) 95% CI - Low,Injury Death Rate (Asian) 95% CI - High,Injury Death Rate (Black),Injury Death Rate (Black) 95% CI - Low,Injury Death Rate (Black) 95% CI - High,Injury Death Rate (Hispanic),Injury Death Rate (Hispanic) 95% CI - Low,Injury Death Rate (Hispanic) 95% CI - High,Injury Death Rate (White),Injury Death Rate (White) 95% CI - Low,Injury Death Rate (White) 95% CI - High,Average Daily PM2.5,Quartile,Presence of Water Violation,Quartile,% Severe Housing Problems,95% CI - Low,95% CI - High,Severe Housing Cost Burden,Severe Housing Cost Burden 95% CI - Low,Severe Housing Cost Burden 95% CI - High,Overcrowding,Overcrowding 95% CI - Low,Overcrowding 95% CI - High,Inadequate Facilities,Inadequate Facilities 95% CI - Low,Inadequate Facilities 95% CI - High,Quartile,% Drive Alone to Work,95% CI - Low,95% CI - High,Quartile,% Drive Alone (AIAN),% Drive Alone (AIAN) 95% CI - Low,% Drive Alone (AIAN) 95% CI - High,% Drive Alone (Asian),% Drive Alone (Asian) 95% CI - Low,% Drive Alone (Asian) 95% CI - High,% Drive Alone (Black),% Drive Alone (Black) 95% CI - Low,% Drive Alone (Black) 95% CI - High,% Drive Alone (Hispanic),% Drive Alone (Hispanic) 95% CI - Low,% Drive Alone (Hispanic) 95% CI - High,% Drive Alone (White),% Drive Alone (White) 95% CI - Low,% Drive Alone (White) 95% CI - High,# Workers who Drive Alone,% Long Commute - Drives Alone,95% CI - Low,95% CI - High,Quartile
47113,Tennessee,Madison,1623,9934,9211,10657,2,,,,,,,12064,10823,13305,,,,9095,8125,10066,24,23,24,4,4.5,4.4,4.7,2,4.7,4.5,4.9,2,,10,9,10,4,,,,,,,14,13,15,6,4,8,6,6,7,22,22,23,2,39,35,42,4,6.5,4,30,27,34,2,77,1,13,13,14,2,20,71,28,22,34,3,725,742.5,4,29,27,31,1,,,,,,,37,33,40,50,38,66,20,18,23,7445,10,8,11,1,128,131,763:1,1,65,67,1502:1,1,247,253,395:1,1,6350,3,,,9236,,5486,44,1,,27,44,,44,51,1,,56,38,37,55,993,87,4,13728,23518,58,54,63,1,1832,48664,3.8,2,29,23,35,4,,,44,49,16,93499,18848,5.0,4,9932,22072,45,40,50,4,152,15.6,1,820,834,4,376,77,69,85,1,,,,,,,63,51,74,,,,89,78,100,10.0,2,No,1,17,15,19,16,14,18,1,1,2,1,0,1,4,85,83,86,2,,,,,,,86,83,89,80,71,88,88,86,90,43084,16,14,17,1
47115,Tennessee,Marion,632,10881,9533,12230,3,,,,,,,,,,,,,,,,21,20,22,2,4.5,4.3,4.7,2,4.7,4.5,4.9,2,,9,8,11,3,,,,,,,11,5,18,,,,10,8,11,21,20,22,1,31,23,38,1,8.0,2,32,25,40,3,68,1,14,13,15,3,9,47,19,12,27,1,91,320.1,2,45,40,51,4,,,,,,,37,19,65,,,,46,40,52,2564,11,10,13,2,16,56,1777:1,1,7,24,4082:1,3,9,31,3175:1,3,3686,1,,,,,,34,4,,,29,,34,43,4,,,32,,44,306,88,4,3504,6724,52,46,58,2,575,12265,4.7,4,24,16,31,2,,,69,31,25,87458,17646,5.0,4,2077,5932,35,26,44,3,22,7.7,3,82,288,2,136,96,79,112,2,,,,,,,,,,,,,,,,10.2,3,No,1,14,11,16,11,9,14,2,1,3,1,0,2,3,86,84,88,3,,,,,,,,,,,,,,,,12209,50,44,55,4
47117,Tennessee,Marshall,555,8983,7822,10143,1,,,,,,,14209,9196,20976,,,,8732,7502,9962,20,20,21,2,4.4,4.2,4.5,2,4.6,4.4,4.9,2,,9,8,10,3,,,,,,,20,14,26,11,6,15,8,7,9,22,21,23,2,38,29,47,4,7.9,2,29,22,37,2,51,3,15,15,16,4,4,14,29,14,44,3,138,419.1,3,34,30,39,2,,,,,,,31,19,49,39,25,60,34,29,39,2899,11,9,12,1,5,15,6586:1,4,9,27,3743:1,3,15,45,2246:1,3,4077,1,,,3445,,4010,40,2,,,35,40,40,49,2,,,39,37,50,409,94,2,3694,8209,45,39,51,3,528,15332,3.4,1,20,15,25,1,,,39,42,15,91378,23445,3.9,1,2857,7642,37,30,45,4,25,7.6,3,162,512,4,138,86,71,100,2,,,,,,,104,53,181,,,,87,72,103,10.4,4,No,1,12,9,14,10,7,12,2,1,3,1,0,1,1,88,86,90,4,,,,,,,83,69,97,,,,86,85,87,13770,51,46,57,4
47119,Tennessee,Maury,1427,8509,7838,9180,1,,,,,,,10449,8435,12462,,,,8569,7801,9338,20,20,21,2,4.1,4.0,4.3,1,4.5,4.3,4.7,1,,9,8,9,2,,,,11,5,18,16,13,18,9,6,11,8,7,8,21,20,22,1,33,27,38,2,7.9,2,33,28,38,3,60,2,15,14,15,4,12,82,15,10,21,1,499,541.4,4,31,28,34,2,,,,,,,37,30,45,47,36,61,28,26,31,8242,11,9,12,1,50,54,1843:1,1,63,67,1497:1,1,215,228,439:1,1,3673,1,,,4517,,3548,42,2,,,40,42,42,54,1,,33,46,44,55,798,91,3,14352,23646,61,56,65,1,1536,47485,3.2,1,15,11,20,1,,17,28,37,10,100494,24638,4.1,1,6966,20762,34,29,38,3,103,11.2,2,394,453,3,352,78,70,86,1,,,,,,,52,35,75,,,,86,76,95,10.0,2,No,1,14,12,15,11,10,13,2,2,3,1,0,1,3,86,85,88,3,,,,,,,91,89,93,70,62,79,85,82,87,41466,44,41,47,3
47121,Tennessee,Meigs,293,11908,9657,14158,4,,,,,,,,,,,,,,,,20,20,21,2,4.6,4.4,4.8,3,4.9,4.6,5.1,3,,11,9,13,4,,,,,,,,,,,,,,,,22,21,23,2,35,27,44,3,8.3,1,35,26,44,4,33,4,14,13,14,2,6,23,26,15,38,2,33,273.5,2,44,36,52,4,,,,,,,,,,,,,,,,1174,12,11,14,3,6,50,2011:1,2,1,8,12306:1,4,1,8,12306:1,4,3564,1,,,,,,44,1,,,,,,35,4,,,,,,127,97,1,1129,2633,43,35,51,3,228,5061,4.5,3,27,18,35,3,,,,,,85309,18723,4.6,2,764,2446,31,21,42,2,14,11.6,2,51,430,3,73,122,96,153,4,,,,,,,,,,,,,,,,10.2,3,No,1,15,12,19,12,9,16,3,1,4,0,0,1,4,86,76,96,3,,,,,,,,,,,,,,,,4368,51,44,58,4
47123,Tennessee,Monroe,903,10595,9481,11710,3,,,,,,,,,,,,,,,,23,22,24,3,4.7,4.5,4.9,3,4.8,4.6,5.1,3,,9,8,10,3,,,,,,,20,9,31,5,2,8,9,8,10,23,22,23,3,33,25,40,2,8.1,1,25,19,32,1,75,1,12,12,13,1,16,54,30,23,37,3,101,218.4,1,46,42,51,4,,,,,,,,,,35,23,51,49,44,54,4317,12,10,14,3,10,22,4624:1,4,15,32,3090:1,2,20,43,2318:1,3,5909,3,,,,,,43,1,,,45,,43,47,2,,,46,32,47,489,91,3,4049,10311,39,34,44,4,740,19943,3.7,2,23,15,31,2,,67,35,40,26,80589,17312,4.7,3,3127,9715,32,26,39,2,43,9.3,3,218,475,3,251,109,96,123,3,,,,,,,,,,,,,,,,10.7,4,No,1,13,11,15,11,9,13,2,1,4,1,0,1,3,85,83,88,3,,,,,,,,,,,,,,,,16650,43,38,48,3
47125,Tennessee,Montgomery,2361,8745,8300,9189,1,,,,,,,10571,9506,11636,4796,3766,6020,8871,8312,9430,19,19,20,1,4.2,4.1,4.4,1,4.5,4.4,4.7,1,,8,7,8,1,,,,7,5,9,12,11,13,6,6,7,7,6,7,22,22,23,3,34,30,39,3,7.1,4,26,22,31,2,65,2,17,16,17,4,46,138,33,29,38,4,2082,1040.1,4,31,29,33,2,41,20,75,11,6,20,33,30,37,36,31,42,30,28,32,15705,9,8,10,1,79,39,2534:1,3,95,46,2168:1,1,394,191,523:1,1,5032,2,,4712,4842,5309,5073,34,4,,25,27,31,36,47,2,,50,37,40,49,2210,95,2,44600,63691,70,67,73,1,3187,83866,3.8,2,17,13,21,1,32,8,25,24,12,100084,26056,3.8,1,16059,52453,31,28,33,2,134,6.7,4,1090,566,4,799,81,75,87,1,,,,49,27,80,63,52,74,40,28,54,94,87,102,9.6,1,No,1,14,12,15,11,10,13,2,2,3,1,0,1,3,86,85,88,4,,,,85,73,97,86,82,89,81,74,87,87,86,88,90892,33,32,35,2
47127,Tennessee,Moore,93,7124,4734,10296,1,,,,,,,,,,,,,,,,17,16,18,1,3.9,3.8,4.1,1,4.3,4.1,4.5,1,,8,5,10,1,,,,,,,,,,,,,,,,19,18,19,1,25,16,38,1,7.8,2,21,13,34,1,20,4,15,14,16,4,2,6,33,11,55,4,10,156.6,1,25,17,35,1,,,,,,,,,,,,,,,,476,10,8,11,1,,,,2,,,,2,1,16,6411:1,4,6769,4,,,,,,37,3,,,,,,46,3,,,,,,62,92,3,719,1355,53,39,67,2,107,3536,3.0,1,14,9,19,1,,,,,,111500,22965,4.9,3,241,1250,19,7,31,1,4,6.3,4,7,111,1,24,76,48,112,1,,,,,,,,,,,,,,,,10.2,3,No,1,11,6,15,8,4,12,2,0,5,1,0,2,1,90,85,94,4,,,,,,,,,,,,,,,,2746,41,31,50,3
47129,Tennessee,Morgan,421,11882,10176,13589,4,,,,,,,,,,,,,,,,22,21,23,3,4.9,4.6,5.1,4,5.0,4.8,5.2,4,,10,8,11,4,,,,,,,,,,,,,,,,25,24,26,4,36,26,46,3,7.4,3,37,28,47,4,49,3,14,14,15,3,7,24,29,18,40,3,37,171.0,1,35,29,41,2,,,,,,,,,,,,,,,,1945,13,11,14,4,3,14,7212:1,4,3,14,7193:1,4,2,9,10790:1,4,6481,3,,,,,,41,2,,,,,,41,4,,,,,,272,98,1,1902,5962,32,27,37,4,351,7860,4.5,3,27,19,35,3,,,,,,79968,17236,4.6,3,1336,4049,33,25,41,3,17,7.9,3,42,194,1,124,115,95,135,4,,,,,,,,,,,,,,,,9.4,1,No,1,14,11,17,11,8,14,3,2,5,1,0,1,4,82,78,86,1,,,,,,,,,,,,,,,,7030,47,41,53,4
47131,Tennessee,Obion,549,8760,7572,9947,1,,,,,,,11607,7990,16301,,,,8700,7380,10019,23,23,24,4,4.8,4.6,5.0,4,5.0,4.8,5.2,4,,9,8,10,3,,,,,,,14,10,17,,,,9,7,10,24,23,25,4,38,31,46,4,7.3,4,38,31,45,4,70,1,13,12,14,1,2,17,12,2,27,1,192,631.9,4,37,32,42,3,,,,,,,51,37,70,61,38,94,33,29,38,2817,12,10,13,2,14,46,2170:1,2,16,53,1892:1,1,14,46,2162:1,3,7089,4,,,10854,,6858,42,2,,,39,,42,44,3,,,36,,45,384,84,4,3107,6885,45,40,51,3,608,12291,4.9,4,26,17,34,3,,,59,46,26,80068,16188,4.9,4,2335,6670,35,29,41,3,45,14.8,1,134,436,3,95,62,50,76,1,,,,,,,64,32,115,,,,65,51,80,10.9,4,No,1,13,11,15,11,9,14,2,1,2,1,0,1,3,86,83,88,3,,,,,,,83,74,92,,,,86,83,89,12522,24,21,27,1
47133,Tennessee,Overton,498,10101,8635,11567,2,,,,,,,,,,,,,,,,22,21,23,3,4.6,4.4,4.9,3,5.0,4.7,5.2,4,,7,6,8,1,,,,,,,,,,,,,,,,23,22,24,3,39,31,46,4,8.3,1,32,25,40,3,45,3,13,12,14,1,2,22,9,2,22,1,60,272.6,2,30,25,35,1,,,,,,,,,,,,,,,,2072,12,10,14,3,10,45,2201:1,2,7,32,3153:1,2,2,9,11034:1,4,8351,4,,,,,,37,3,,,,,,52,1,,,,,,237,86,4,2090,4948,42,36,49,3,369,9818,3.8,2,21,14,28,1,,,,3,24,74653,16135,4.6,3,1244,4888,25,17,34,1,16,7.3,4,48,217,1,106,96,78,114,2,,,,,,,,,,,,,,,,9.5,1,No,1,11,8,14,8,6,11,3,1,4,0,0,1,1,88,85,91,4,,,,,,,,,,,,,,,,8847,43,38,49,3
47135,Tennessee,Perry,202,12483,9798,15168,4,,,,,,,,,,,,,,,,25,24,26,4,5.2,4.9,5.4,4,5.2,4.9,5.4,4,,7,5,9,1,,,,,,,,,,,,,,,,24,23,25,4,29,19,41,1,6.7,4,27,18,37,2,13,4,13,12,14,1,4,15,27,13,41,3,14,175.5,1,42,32,53,3,,,,,,,,,,,,,,,,884,14,12,16,4,2,25,3988:1,4,1,12,8064:1,4,5,62,1613:1,2,10989,4,,,,,,29,4,,,,,,47,2,,,,,,89,97,1,744,1794,41,31,52,3,139,3233,4.3,3,26,18,35,3,,,83,76,42,74936,12041,6.2,4,448,1750,26,15,36,1,4,5.0,4,20,253,1,55,138,104,180,4,,,,,,,,,,,,,,,,9.5,1,No,1,14,10,18,9,5,13,4,2,6,2,0,3,3,77,70,84,1,,,,,,,,,,,,,,,,2676,30,22,39,1
47137,Tennessee,Pickett,107,8874,6084,11664,1,,,,,,,,,,,,,,,,20,19,21,2,4.5,4.3,4.8,2,4.7,4.5,5.0,2,,8,5,11,1,,,,,,,,,,,,,,,,21,20,22,1,31,21,43,2,8.4,1,35,24,47,4,57,2,13,12,13,1,2,6,33,11,55,4,6,118.3,1,25,16,38,1,,,,,,,,,,,,,,,,439,12,10,14,3,2,39,2537:1,3,,,,2,,,,2,10097,4,,,,,,34,4,,,,,,46,3,,,,,,63,97,1,389,980,40,25,54,4,93,2446,3.8,2,24,16,33,2,,,,,,73703,20222,3.6,1,234,941,25,12,38,1,4,7.9,3,11,204,1,16,63,36,102,1,,,,,,,,,,,,,,,,9.2,1,Yes,4,8,3,12,5,0,9,2,0,4,1,0,2,1,83,76,90,2,,,,,,,,,,,,,,,,1928,34,23,45,2
47139,Tennessee,Polk,392,10839,8938,12740,3,,,,,,,,,,,,,,,,21,20,22,2,4.5,4.3,4.7,2,4.8,4.6,5.1,3,,9,7,10,2,,,,,,,,,,,,,,,,22,21,23,2,34,26,44,3,8.4,1,32,23,41,3,73,1,14,13,15,3,12,22,55,45,63,4,53,316.3,2,39,32,45,3,,,,,,,,,,,,,,,,1635,13,11,14,3,10,60,1676:1,1,6,36,2816:1,2,1,6,16898:1,4,5568,2,,,,,,36,3,,,,,,39,4,,,,,,176,91,3,1616,3719,43,36,51,3,305,7281,4.2,3,22,14,31,2,,,,41,22,87435,20009,4.4,2,895,3370,27,19,34,1,23,13.7,1,38,224,1,87,104,83,128,3,,,,,,,,,,,,,,,,9.7,1,No,1,13,10,16,10,7,12,3,2,4,1,0,1,2,85,80,90,3,,,,,,,,,,,,,,,,6697,43,37,49,3
47141,Tennessee,Putnam,1157,8904,8155,9654,1,,,,,,,,,,,,,,,,21,20,21,2,4.5,4.3,4.7,2,4.8,4.6,5.0,2,,8,7,8,1,,,,,,,10,5,16,7,5,9,8,7,8,24,23,25,4,28,23,34,1,7.2,4,27,22,32,2,47,3,15,14,16,4,14,53,26,19,34,3,352,453.2,4,27,24,29,1,,,,,,,25,15,40,48,38,61,25,23,28,7742,12,11,14,3,52,67,1494:1,1,53,67,1488:1,1,175,222,451:1,1,5245,2,,11944,,3927,5250,43,1,,19,38,29,43,52,1,,50,47,38,53,866,92,3,10548,18207,58,53,62,1,1219,34330,3.6,2,19,12,25,1,,4,60,22,22,83474,16403,5.1,4,5687,15855,36,30,42,3,84,10.8,2,296,397,3,315,83,74,92,1,,,,,,,,,,,,,,,,9.6,1,No,1,17,15,19,16,14,18,2,1,2,2,1,2,4,86,84,88,3,,,,,,,,,,74,71,77,89,88,90,33305,29,26,32,1
47143,Tennessee,Rhea,669,10664,9388,11941,3,,,,,,,,,,,,,,,,22,21,23,3,4.7,4.5,4.9,3,4.9,4.6,5.1,3,,8,7,9,2,,,,,,,,,,9,5,12,8,7,9,23,23,24,3,38,30,46,4,7.5,3,34,26,41,3,64,2,13,13,14,2,6,25,24,14,35,2,107,327.3,3,43,38,47,4,,,,,,,63,33,110,68,46,96,41,36,45,3284,13,11,14,4,11,34,2972:1,3,9,27,3672:1,3,13,39,2542:1,3,5381,2,,,6088,,5376,40,2,,,45,,40,47,2,,,42,17,47,366,87,4,3328,7510,44,38,51,3,731,13026,5.6,4,27,20,35,3,,,48,58,28,85133,16241,5.2,4,2916,7456,39,31,48,4,37,11.3,2,92,280,2,157,96,81,111,2,,,,,,,,,,,,,,,,9.8,2,No,1,11,8,14,9,6,11,2,1,3,1,0,3,1,81,77,86,1,,,,,,,,,,66,50,83,83,81,86,12820,32,27,36,2
47145,Tennessee,Roane,1147,10808,9737,11880,3,,,,,,,,,,,,,,,,20,19,21,2,4.4,4.2,4.6,2,4.8,4.6,5.1,3,,9,8,10,3,,,,,,,,,,,,,,,,20,19,21,1,34,26,43,3,7.6,3,24,18,32,1,65,2,13,12,14,2,16,60,27,20,34,3,123,231.9,1,31,28,35,2,,,,,,,,,,,,,,,,4394,11,9,12,1,19,36,2791:1,3,26,49,2044:1,1,24,45,2214:1,3,6166,3,,,6375,,6134,46,1,,,55,,46,53,1,,53,48,33,53,508,95,2,5966,11198,53,47,60,2,952,23153,4.1,3,22,15,29,2,,,41,12,19,98571,17793,5.5,4,2624,9970,26,20,32,1,62,11.7,2,171,334,2,351,133,119,147,4,,,,,,,147,76,257,,,,135,120,149,10.0,2,No,1,13,11,15,11,9,13,2,1,2,1,0,2,2,87,83,90,4,,,,,,,,,,,,,,,,20906,46,41,51,3
47147,Tennessee,Robertson,1110,8553,7791,9315,1,,,,,,,13586,10231,16942,,,,8479,7630,9328,18,17,19,1,4.1,3.9,4.3,1,4.4,4.2,4.6,1,,8,8,9,2,,,,,,,17,13,20,6,4,7,8,7,9,20,19,21,1,34,26,43,3,8.7,1,31,24,38,3,58,2,16,15,16,4,24,67,36,30,42,4,244,347.7,3,31,28,34,2,,,,,,,41,31,53,62,49,78,27,24,30,6024,10,9,11,1,25,36,2807:1,3,21,30,3382:1,3,45,63,1578:1,2,4794,1,,,5151,,4747,36,3,,,31,41,36,51,1,,40,37,36,52,815,97,1,9611,17783,54,50,58,2,1160,36975,3.1,1,15,11,20,1,,,44,34,13,108711,29577,3.7,1,5384,16982,32,27,37,2,71,10.1,2,292,426,3,291,84,74,93,1,,,,,,,115,78,163,,,,85,75,96,10.9,4,No,1,12,10,14,10,8,11,2,1,3,1,0,2,2,83,81,86,2,,,,,,,83,75,91,72,65,78,82,79,85,33032,50,47,54,4
47149,Tennessee,Rutherford,3427,7214,6890,7538,1,,,,4431,3103,6134,8298,7407,9189,4895,3922,5868,7209,6831,7586,17,17,18,1,3.9,3.7,4.0,1,3.9,3.7,4.0,1,,9,8,9,2,,,,10,8,11,14,13,15,7,6,8,8,7,8,19,18,19,1,36,32,41,3,7.9,2,25,21,29,1,76,1,16,15,17,4,41,178,23,19,27,2,1685,531.3,4,21,20,22,1,,,,15,10,20,22,20,25,37,33,42,19,18,20,26618,9,8,11,1,135,43,2349:1,2,170,52,1911:1,1,307,94,1058:1,1,6208,3,,1238,8754,5620,6074,45,1,,34,44,32,45,50,2,36,39,41,40,52,3543,95,2,60797,88514,69,66,71,1,4750,176691,2.7,1,12,9,15,1,21,7,24,31,10,111030,31133,3.6,1,22705,75963,30,28,32,2,224,7.1,4,1456,492,4,945,61,58,65,1,,,,29,16,47,45,36,53,34,24,46,69,64,74,11.2,4,Yes,4,14,13,15,12,11,13,3,2,3,1,1,1,4,84,83,85,2,,,,82,78,86,84,82,86,69,63,75,84,83,85,158785,43,42,45,3
47151,Tennessee,Scott,504,13263,11577,14949,4,,,,,,,,,,,,,,,,24,23,25,4,5.1,4.9,5.3,4,5.2,5.0,5.5,4,,9,8,11,3,,,,,,,,,,,,,,,,26,25,27,4,42,32,52,4,7.6,3,32,24,41,3,71,1,14,13,15,3,7,26,27,17,38,3,40,181.9,1,50,44,57,4,,,,,,,,,,,,,,,,2035,11,10,13,2,9,41,2443:1,2,7,32,3148:1,2,12,54,1837:1,2,6827,4,,,,,,40,2,,,,,,42,4,,,,,,292,96,1,2272,5535,41,34,48,4,365,8481,4.3,3,27,17,36,3,,,,51,27,70343,14400,4.9,4,2049,5266,39,30,47,4,15,6.8,4,51,230,1,112,102,83,121,3,,,,,,,,,,,,,,,,9.3,1,No,1,14,11,17,13,10,17,1,0,1,1,0,1,3,85,82,88,3,,,,,,,,,,,,,,,,8005,32,26,38,2
47153,Tennessee,Sequatchie,247,9024,7251,10797,1,,,,,,,,,,,,,,,,22,21,23,3,4.5,4.2,4.7,2,4.9,4.7,5.2,3,,10,9,12,4,,,,,,,,,,,,,,,,21,21,22,2,38,29,48,4,8.6,1,26,18,35,2,34,4,15,14,15,3,3,20,15,5,28,1,27,183.2,1,41,34,49,3,,,,,,,,,,,,,,,,1313,11,10,13,2,5,34,2947:1,3,3,20,4959:1,4,3,20,4959:1,4,3101,1,,,,,,37,3,,,,,,45,3,,,,,,162,86,4,1779,3505,51,42,60,2,262,6041,4.3,3,26,17,34,3,,,,13,25,89551,19962,4.5,2,1046,3143,33,21,45,3,9,6.1,4,58,389,3,78,105,83,132,3,,,,,,,,,,,,,,,,9.7,1,No,1,15,11,20,10,7,14,5,2,7,2,1,4,4,82,77,86,1,,,,,,,,,,,,,,,,5848,52,43,61,4
47155,Tennessee,Sevier,1681,9616,8901,10332,2,,,,,,,,,,,,,,,,19,19,20,1,4.4,4.2,4.6,2,4.7,4.5,4.9,2,,8,8,9,1,,,,10,4,15,,,,7,6,9,8,8,9,21,21,22,2,44,37,52,4,8.0,2,35,29,41,4,64,2,13,13,14,2,18,75,24,18,30,2,292,299.1,2,36,34,39,3,,,,,,,,,,73,59,91,35,32,38,12956,17,15,19,4,38,39,2569:1,3,34,35,2879:1,2,67,68,1461:1,2,4352,1,,7096,,2544,4335,44,1,,33,,36,44,48,2,,47,21,22,48,1088,89,4,11762,22935,51,47,55,2,1855,53097,3.5,2,23,17,29,2,,29,7,50,17,82359,22040,3.7,1,6651,19683,34,29,39,3,94,9.6,3,299,311,2,465,96,87,105,2,,,,,,,,,,,,,,,,10.1,3,No,1,14,13,16,11,10,12,3,2,3,1,1,2,4,78,76,80,1,,,,,,,,,,67,55,78,77,75,80,44945,40,37,43,3
47157,Tennessee,Shelby,14228,10312,10075,10548,2,,,,3741,2822,4661,12787,12434,13141,5392,4713,6071,7684,7340,8028,21,20,21,2,4.3,4.2,4.4,1,4.2,4.0,4.3,1,,12,12,12,4,,,,8,7,9,15,15,15,7,6,7,7,7,8,20,20,21,1,36,33,38,3,6.0,4,25,23,28,1,87,1,13,13,14,2,101,637,16,14,18,1,9003,960.9,4,39,38,39,3,,,,5,4,8,50,49,51,70,65,74,11,10,12,93094,12,11,13,2,783,84,1197:1,1,671,72,1395:1,1,1349,144,694:1,1,5021,2,,2931,6017,5680,4312,33,4,,25,32,28,33,47,2,12,46,34,36,54,11552,80,4,157957,254212,62,61,63,1,18374,442379,4.2,3,33,30,37,4,15,7,44,43,8,106603,19060,5.6,4,119254,234034,51,49,53,4,853,9.1,3,12685,1346,4,3961,85,82,87,2,,,,25,17,35,83,79,87,52,44,60,95,91,100,9.5,1,No,1,20,20,21,18,18,19,3,2,3,1,1,1,4,84,83,84,2,77,63,91,81,77,85,83,82,84,71,67,74,88,87,89,426374,31,30,32,1
